															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
376	book5	Kraftheilung	5000	Book	Misc	S77	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
377	book1	Fast Food	1000	Book	Misc	S78	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
378	book1	Goldfinger	1500	Book	Misc	S79	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
379	book2	Magie vertreiben	2000	Book	Misc	S80	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
380	book2	Verlangsamen	2500	Book	Misc	S81	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
381	book3	Untote vernichten	3000	Book	Misc	S82	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
382	book3	Tag der Götter	3500	Book	Misc	S83	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
383	book4	Prismenfeuer	4000	Book	Misc	S84	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
384	book4	Stunde der Kraft	5000	Book	Misc	S85	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
385	book5	Lähmen	6000	Book	Misc	S86	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
386	book5	Solarstrahl	7500	Book	Misc	S87	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
387	book5	Gottes Eingriff	10000	Book	Misc	S88	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Lichtmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
388	book1	Wiederbeleben	1000	Book	Misc	S89	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
389	book1	Giftwolke	1500	Book	Misc	S90	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
390	book2	Massenfluch	2000	Book	Misc	S91	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
391	book2	Schrapnell	2500	Book	Misc	S92	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
392	book3	Schrumpfstrahl	3000	Book	Misc	S93	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
393	book3	Tag des Schutzes	3500	Book	Misc	S94	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
394	book4	Finger des Todes	4000	Book	Misc	S95	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
395	book4	Mondstrahl	5000	Book	Misc	S96	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
396	book5	Drachenhauch	6000	Book	Misc	S97	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
397	book5	Armageddon	7500	Book	Misc	S98	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
398	book5	Schwarze Umhüllung	10000	Book	Misc	S99	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Schattenmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
399															
400	ldagger3	Mordred	20000	Weapon	Dagger	2d3	15	Artifact	15	Artefakt	6	0	504	60	Mordred ist eine von neun Klingen dieser Art, die es auf der Welt gibt. Sie wurde 428 n. St. von der Bruderschaft als Teil ihrer ersten Experimente zur Entwicklung der Schattenmagie hergestellt. Sie hofften einen Weg zu finden, das Leben einer Person auf Kosten einer anderen zu verlängern, aber anstatt das Alter auszutauschen, fanden sie boß einen Weg, Gesundheit zu stehlen (Spezialkraft: Vampirismus).
401	hammer3	Thor	20000	Weapon	Mace	2d6	30	Artifact	15	Artefakt	15	0	504	55	Die Ursprünge Thors haben sich mit der Zeit verloren, aber an diese mächtige Barbarenwaffe erinnern sich Militärhistoriker gut. Die Waffe wurde jahrhundertelang von vielen Besitzern in Schlachten benutzt. Ihren letzten Auftritt hatte sie in der Schlacht von Shimengard 902 n. St. Die Gewalt eines Hiebs dieses Hammers ist so mächtig, daß er Feinde meterweit wegpusten kann (Spezialkraft: Gewalt).
402	2haxe3	Conan	20000	Weapon2	Axe	3d7	40	Artifact	15	Artefakt	8	0	492	1	Diese mächtige Axt ist verzaubert, um Drachen und Dämonen zu vernichten. Sie hat eine Vorliebe dafür, einen Besitzer zu finden, der sowohl häufig solchen Monstern über den Weg läuft als auch stark genug ist, gegen sie zu kämpfen (Spezialkraft: Teufel und Drachen erschlagen ).
403	brsword3	Excalibur	20000	Weapon	Sword	3d4	30	Artifact	15	Artefakt	3	0	503	1	Schwer, aber in Meisterhand anscheinend federleicht, läßt Excalibur seinem Träger große Stärke zukommen. Gegner stehen nach einem Schlag mit dieser legendären Waffe nicht einfach so wieder auf (Spezialkraft: +30 Stärke).
404	staff3	Merlin	20000	Weapon2	Staff	2d8	30	Artifact	15	Artefakt	17	0	483	18	Merlin, traditionell vom Hohen Druiden getragen, aber bei Kämpfen aufgrund religiöser Unstimmigkeiten verlorengegangen, dient als Reservoir für Zauberspruchkraft, die der Träger jederzeit zur Verfügung hat. Merlin ist mit Schnelligkeit verzaubert und läßt Schläge viel schneller auf Feinde niederregnen als jeder gewöhnliche Stab (Spezialkraft: Schnelligkeit und +40 Zauberpunkte).
405	bow5	Percival	20000	Missile	Bow	5d2	10	Artifact	15	Artefakt	12	0	567	26	Percival wurde 912 n. St. von der Gilde der Bogenschützen als Prototyp in einem Verfahren verzaubert, das zu dieser Zeit entwickelt wurde. Leider brach ein verdächtiges Feuer in der Halle der Gilde aus und ruinierte die Entwicklungspläne und zerstörte die exotischen Materialien, die gebraucht wurden, um weitere Percivals zu erschaffen. Die Gilde erholte sich nie mehr von ihren Verlusten und verkaufte Percival 918 n. St. an die Elfen. Seitdem hat er oft den Besitzer gewechselt (Spezialkraft: Schnelligkeit und Blutbad).
406	chn5icon	Galahad	20000	Armor	Chain	8	70	Artifact	15	Artefakt	21	0	0	0	Vielleicht die beste Kettenrüstung, die seit der Stille geschaffen wurde. Galahads Verzauberungen zur Materialverstärkung sind so stark, daß sie sogar ein bißchen auf den Träger übergehen, wodurch noch mehr Belastungen ausgehalten werden können als normal (Spezialkraft: Schutz und +25 Trefferpunkte).
407	pl3icon	Pellinore	20000	Armor	Plate	30	72	Artifact	15	Artefakt	22	0	0	0	Pellinore ist nach einem antiken Ritter benannt und verstärkt seinen Träger mit einer übernatürlichen Gesundheit, die so stark ist, daß er innerhalb weniger Stunden von schweren Verletzungen geheilt wird. Die Rüstung ist recht schwer und schützt den Träger davor, während des Kampfes erschlagen zu werden (Spezialkraft: +30 Ausdauer, Treffererholung und Wiederherstellung von Trefferpunkten).
408	sshield5	Valeria	20000	Shield	Shield	16	60	Artifact	15	Artefakt	24	0	562	142	Valeria wurde während der Holzkriege von König David IV von Erathia in Auftrag gegeben und schützt den Träger nicht nur gegen normale Schläge, sondern hilft auch, viele hereinkommende Pfeile abzufangen, indem die Aufmerksamkeit des Trägers auf magische Weise auf den Flug des Geschosses konzentriert wird. Dieselbe Verzauberung, die den Schildeffekt ermöglicht, steigert außerdem das Geschick des Trägers enorm (Spezialkraft: Abschirmung und +30 Geschick).
409	crown3a	Arthur	20000	Helm	Misc	0	20	Artifact	15	Artefakt	27	0	540	53	Auf ihrer endlosen Suche nach dem perfekten Priesterkönig erschufen die Priester der Kirche der Sonne die Krone Arthur und impften sie mit der Kraft, die persönlichen Fähigkeiten des Trägers zu verstärken und ihm mehr magische Energie zukommen zu lassen. Es funktionierte, die Fähigkeiten des Königs wurden verstärkt - und sein Stolz. Im Jahre 1073 startete Leopold VII einen heiligen Krieg gegen die rivalisierende Kirche des Mondes, der beide Organisationen in die Armut stürzte und ihr Ende bedeutete (Spezialkraft: ´der Götter´ und +25 Trefferpunkte).
410	cape5a	Pendragon	20000	cloak	Misc	1	34	Artifact	15	Artefakt	29	0	493	87	Dieser Umhang gehörte ursprünglich Alastair Blane, Meisterdieb der Schattengilde. Der Umhang steigerte sein Glück und gewisse Diebesfähigkeiten gewaltig, wodurch er eine lange und erfolgreiche Karriere hatte. Blane wurde für seine Verbrechen niemals vor einen Richter gebracht - er wurde stattdessen wegen Betrügereien bei einem Kartenspiel getötet, als er den Umhang trug, um seine Chancen zu verbessern (Spezialkraft: +30 Glück, Diebstahl, Immunität gegen Gift).
411	boots5	Lucius	20000	Boots	Misc	2	28	Artifact	15	Artefakt	31	0	541	285	Niemand weiß, wann oder wo diese magischen Stiefel gemacht wurden, aber viele Legenden ranken sich darum, daß sie in den abenteuerlichsten Plätzen aufgetaucht sein sollen. Sie geben ihrem Träger übermenschliche Schnelligkeit und vollendete Bewegungsgrazie (Spezialkraft: +30 Reaktion).
412	ring9	Gueniverre	20000	Ring	Misc	0	0	Artifact	15	Artefakt	32	0	0	0	Gueniverre wurde vor vielen Jahren von der Alchemistengilde erschaffen, die unter den Gemäuern der Burg Kriegspire lag. Gueniverre unterstützt die magischen Ressourcen, die seinem Träger zur Verfügung stehen und erleichtert den Gebrauch von Zaubersprüchen des Gespiegelten Wegs (Spezialkraft: +30 Zauberpunkte, ´der Lichtmagie´ und ´der Schattenmagie´).
413	ring10	Igraine	20000	Ring	Misc	0	0	Artifact	15	Artefakt	32	0	0	0	Lord Solomon Stone gab während seiner Amtszeit als Hoher Priester des Pfades im Jahre 1018 diesen Ring in Auftrag. Er sorgt bei seinem Träger für einen gewaltigen Schub an klerikaler Magie sowie Zugang zu einer beträchtlichen Menge an magischer Energie (Spezialkraft: +25 Zauberpunkte und ´der Körper-, Geistes- und der Spirituellen Magie´).
414	amulet5	Morgan	20000	Amulet	Misc	0	0	Artifact	15	Artefakt	33	0	0	0	Obwohl seine Ursprünge nicht bekannt sind, weiß man, daß Morgan viele Besitzer während der letzten hundert Jahre hatte, von denen alle unbekannt waren, bis sie das Amulett fanden. Das Amulett ist so mächtig, daß jeder Bauer oder jedes Kind, das die Hände darauf legt, mit Sicherheit zu einer Legende seiner Zeit wird (Spezialkraft: +25 Zauberpunkte und ´der Feuer-, Luft-, Wasser- und Erdmagie´).
415	lsword5	Hades	30000	Weapon	Sword	3d3	15	Relic	20	Relikt	1	0	502	8	Eine mächtige Waffe, von der man sagt, daß sie aus der Unterwelt als Antwort auf den Wunsch eines reichen Massenmörders geliefert worden sein soll. Die Waffe fügt mit ihren rasiermesserscharfen Klingen schreckliche Wunden zu und versprüht ständig Säure. Das Schwert ist nicht nur eine furchtbare Waffe, es verschafft außerdem die List eines Meisterdiebs, um Fallen zu entschärfen und das Glück eines Teufels, um dem Schaden zu entkommen, den sie anrichten. Hades bezieht seine Energie langsam und stetig von seinem Träger (Spezialkraft: +20 Giftschaden, +20 Glück, Diebstahl und negative Regenerierung).
416	mace5	Ares	30000	Weapon	Mace	2d4	10	Relic	20	Relikt	14	0	502	75	Ares ist eine mächtige Kriegskeule und brennt mit dem Feuer aus dem Herzen des Berges, aus dem sie gemacht wurde. Dieselbe Magie, die sie mit einem furchtbaren Feuer brennen läßt, spendiert ihrem Träger Resistenz gegen Feuer (Spezialkraft: +30 Feuerschaden, +25 Feuerresistenz).
417	trident3	Poseidon	30000	Weapon1or2	Spear	2d4	35	Relic	20	Relikt	11	0	492	2	Dieser Dreizack stellt wahrscheinlich das dar, was die Ragnanische Marine dazu inspiriert hat, den Dreizack als ihre bevorzugte Kriegswaffe einzusetzen. Poseidon erfüllt den Träger mit einer erschreckenden Kampfwut, wodurch seine Stärke, Ausdauer und sein Geschick auf Kosten der persönlichen Sicherheit gesteigert werden. Das Verlangen des Trägers, mit Poseidon in die Gegner zu rammen, ist derart aufreibend, daß er gar nicht daran denkt, feindlichen Schlägen auszuweichen, die er ansonsten vermieden hätte. Auf der anderen Seite schlagen tote Gegner (normalerweise) aber auch gar nicht zurück (Spezialkraft: +20 Stärke, +20 Ausdauer, +20 Geschick, -10 Rüstungsklasse und -10 Reaktion).
418	axe5	Cronos	30000	Weapon	Axe	4d3	35	Relic	20	Relikt	7	0	490	63	Cronos ist eher ein magisches Kuriosum als eine wirklich nützliche Waffe. Sie steigert die Vitalität ihres Trägers auf fantastische Weise und senkt sein Glück um die Hälfte (Spezialkraft: +100 Trefferpunkte und -50 Glück).
419	2hsword3	Hercules	30000	Weapon2	Sword	3d5	35	Relic	20	Relikt	2	0	502	2	"Hercules ist ein riesiges Schwert fürs Grobe. Es erfüllt seinen Träger mit der Stärke von hundert Männern. Passend zu seinem ""groß und dumm""-Charakter reduziert das Schwert die Intelligenz seines Trägers (Spezialkraft: +50 Stärke, +20 Ausdauer und -30 Intellekt)."
420	bow5	Artemis	30000	Missile	Bow	5d2	10	Relic	20	Relikt	12	0	567	26	Mit der Macht des Donners geehrt, feuert Artemus Blitze ab, die auf magische Weise mit Elektrizität aufgeladen sind. Obwohl der Bogen seinem Träger Stärke verschafft, sollte dieser vorsichtig sein - er scheint Elementmagie anzuziehen, die dem Träger mehr Schaden zufügt (Spezialkraft: +20 Elektrischer Schaden, +20 Glück und -30 Ausdauer).
421	chn5icon	Apollo	30000	Armor	Chain	8	80	Relic	20	Relikt	21	0	0	0	Diese einzigartige Rüstung verschafft ihrem Besitzer Glück, das ihm hilft, der Gewalt der meisten Elementattacken zu entkommen. Jedoch bezieht sie ihre Energie aus der Verfassung ihres Trägers, wodurch die Benutzung dieser Rüstung eine riskante Angelegenheit wird (Spezialkraft: +20 auf Resistenzen, +20 Glück und -30 Ausdauer).
422	pl3icon	Zeus	30000	Armor	Plate	30	82	Relic	20	Relikt	22	0	0	0	Vielleicht war dieser Rüstungsanzug nur für die Götter gedacht. Mitunter von barbarischen Anführern getragen, steigert die Rüstung die physische Vitalität und magische Energie, die ihrem Träger zur Verfügung steht, allerdings mit schrecklichen Konsequenzen. Während die Rüstung getragen wird, erschlafft das Gesicht, die Augen werden leer und die Stimme sinkt zu einem monotonen Gemurmel (Spezialkraft: +50 Trefferpunkte, +50 Zauberpukte, +50 Glück und -50 Intellekt). Zimmerpflanzen wirken intelligenter als der Träger dieser Rüstung.
423	lshield5	Aegis	30000	Shield	Shield	18	62	Relic	20	Relikt	24	0	535	131	Der Legende zufolge soll dieses Schild ein Geschenk der Götter an einen Mann gewesen sein, der gegen die schrecklichen Medusen in ihrer Hochburg kämpfen wollte. Das Schild reflektiert und schützt seinen Träger davor, durch den Blick der Medusen zu Stein zu erstarren. Es trägt außerdem eine Verzauberung, die gegen Pfeile schützt. Allerdings ist es sehr schwer und verlangsamt seinen Träger (Spezialkraft: Immunität gegen Versteinerung, Abschirmung, +20 Glück und -20 Reaktion).
424	crown3a	Odin	30000	Helm	Misc	0	10	Relic	20	Relikt	27	0	540	53	Diese Krone ist ein magisches Relikt, das vor Elementmagie-Attacken aller Art schützt. Sie hat allerdings den Makel, daß sie ihren Träger gewaltig verlangsamt (Spezialkraft: +50 auf Resistenzen und -40 Reaktion).
425	cape5a	Atlas	30000	cloak	Misc	1	39	Relic	20	Relikt	29	0	490	80	Die Legende sagt, daß dieser Umhang von einem Gott weggeworfen wurde, der von der magischen Verlangsamung seiner Taten durch den Umhang verärgert gewesen sein soll. Er überträgt eine unvergleichliche Stärke auf den Träger, allerdings stark zu Lasten der Reaktion (Spezialkraft: +100 Stärke und -40 Reaktion). 
426	boots5	Hermes	30000	Boots	Misc	2	32	Relic	20	Relikt	31	0	541	285	Diese Stiefel sind ein Relikt aus der Zeit vor der Stille, und es muß irgendeine Magie in ihnen verborgen sein, denn sie sind sehr schwer, aber leicht, wenn man sie trägt. Sie wirken sich auf die Nerven und Muskeln des Trägers aus und erhöhen seine Geschwindigkeit und seine Reflexe auf ein übermenschliches Maß, verursachen aber gleichzeitig Ungenauigkeit und Überkompensation. Die Stiefel haben über die Jahre viele Besitzer gehabt, die alle durch geschwindigkeitsverursachte Unglücke umkamen. Sie liefen zum Beispiel mit wahnsinniger Geschwindigkeit einen Berg hinauf und stürzten dann an der Klippe auf der anderen Seite ab (Spezialkraft: +100 Reaktion und -40 Geschick).
427	ring9	Aphrodite	30000	Ring	Misc	0	0	Relic	20	Relikt	32	0	0	0	Dieser schöne Ring wurde schon seit jeher von Dummen begehrt und gesucht, denn er glättet die Haut, verschönert die Stimme, verbessert dramatisch die physische Schönheit seines Trägers und hebt außerdem seine Persönlichkeit. Der Ring trägt aber auch einen Fluch des Pechs, und der Träger stirbt in der Regel auf tragische Weise, kurz nachdem er den Ring gefunden hat (Spezialkraft: +100 Charisma und -40 Glück).
428	ring10	Athena	30000	Ring	Misc	0	0	Relic	20	Relikt	32	0	0	0	Auch bekannt als der Ring des Gelehrten, schärft und verbessert Athena den Intellekt seines Trägers auf Kosten der physischen Stärke. Obwohl der Effekt auf den physischen Körper an Verkrüppelung grenzt, können viele Hexer der Versuchung nicht widerstehen, die von diesem Ring ausgeht (Spezialkraft: +100 Intellekt und -40 Stärke).
429	amulet5	Hera	30000	Amulet	Misc	0	0	Relic	20	Relikt	33	0	0	0	Manchmal als Amulett der Dummen bezeichnet, steigert dieses kuriose Relikt aus der Zeit vor der Stille dramatisch die persönliche Vitalität, magische Energie und das Glück des Trägers, aber auf Kosten des Charismas. Während dieses Amulett getragen wird, erschlafft das Gesicht, die Augen werden leer und die Stimme sinkt zu einem monotonen Gemurmel  (Spezialkraft: +50 Trefferpunkte, +50 Zauberpunkte, +50 Glück und -50 Intellekt).
430	pouch1	Lederbeutel	0	N / A	Misc	0	0	3	0	Lederbeutel	69	0	0	0	Ein kleiner Lederbeutel.
431	pouch2	Lederbeutel	0	N / A	Misc	0	0	3	0	Lederbeutel	69	0	0	0	Ein kleiner Lederbeutel.
432	pouch3	Lederbeutel	0	N / A	Misc	0	0	3	0	Lederbeutel	69	0	0	0	Ein kleiner Lederbeutel.
433	hglass	Sanduhr der Muße	0	N / A	Misc	0	0	2	0	Sanduhr	71	0	0	0	Suchgegenstand: Eine feine Sanduhr aus Kristall, eingefaßt mit Teakholz und gefüllt mit gemahlenem Perlenstaub. Sie ist zweifelsfrei verzaubert.
434	chalice	Heiliger Becher	0	N / A	Misc	0	0	4	0	Becher	72	0	0	0	Suchgegenstand: Ein Becher aus Silber mit Flechtwerk aus Weißgold, das die Seiten und den Sockel verziert. Ein leises, stetiges Summen kommt aus der Öffnung des Bechers.
435	horn	Horn von Ros	0	N / A	Misc	0	0	4	0	Horn	73	0	0	0	Ein Horn des Drachens Ros, der in der Nacht der herabstürzenden Sterne getötet wurde. Dieses Horn befähigt seinen Besitzer, die Wunden seines Gegners genauer zu fühlen.
436	gem1	Diamant	4000	N / A	Misc	0	0	5	0	Edelstein	116	0	0	0	Ein Diamant.
437	gem2	Mondstein	1000	N / A	Misc	0	0	5	0	Edelstein	117	0	0	0	Ein Mondstein.
438	gem3	Topas	1200	N / A	Misc	0	0	5	0	Edelstein	118	0	0	0	Ein geformtes Stück Bernstein.
439	gem4	Rubin	2200	N / A	Misc	0	0	5	0	Edelstein	119	0	0	0	Ein Rubin mit einem einfachen, effizienten Schliff.
440	gem5	Amethyst	1400	N / A	Misc	0	0	5	0	Edelstein	120	0	0	0	Ein Amethyst.
441	gem6	Smaragd	1600	N / A	Misc	0	0	5	0	Edelstein	121	0	0	0	Ein Smaragd.
442	gem7	Violetter Topas	1800	N / A	Misc	0	0	5	0	Edelstein	122	0	0	0	Ein violetter Topas.
443	gem8	Sonnenstein	2000	N / A	Misc	0	0	5	0	Edelstein	123	0	0	0	Ein fein geschliffener Sonnenstein.
444	gem9	Smaragd	2500	N / A	Misc	0	0	5	0	Edelstein	124	0	0	0	Ein blasser Smaragd.
445	gem10	Saphir	3000	N / A	Misc	0	0	5	0	Edelstein	125	0	0	0	Ein großer Saphir.
446	crysball	Das Dritte Auge	0	N / A	Misc	0	0	1	0	Edelstein	75	0	0	0	Suchgegenstand: Ein großer, makelloser, violetter Edelstein auf einem goldenen Sockel. Eine große, makellose, violette Kristallkugel. Wenn Du im richtigen Licht hineinsiehst, glitzert die Kugel, als ob sie Dir etwas zeigen wolle, das Du aufgrund mangelnder Ausbildung nicht interpretieren kannst.
447	tarot	Spiel des Schicksals	0	N / A	Misc	0	0	3	0	Spiel des Schicksals	76	0	0	0	Ein Packen kalter, schwerer Tarotkarten. Um sie zu benutzen, hebst Du die Karten auf und machst einen Rechtsklick über das Porträt eines Charakters.
448	ankh	Ankh	0	N / A	Misc	0	0	5	0	Ankh	77	0	0	0	"Suchgegenstand: Dieser Ankh ist ein symbolischer Gegenstand, der von Priestern von Baa vergeben wurde, um einen treuen Anhänger auszuzeichnen. Er trägt eine Inschrift mit dem Namen ""Gerrard Blackames""."
449	cndlabra	Kerzenleuchter	0	N / A	Misc	0	0	5	0	Kerzenleuchter	78	0	0	0	Suchgegenstand: Ein silberner Kerzenleuchter, in den Symbole von Baa eingeritzt sind.
450	statuet1	Tigerstatuette	0	N / A	Misc	0	0	3	0	Tigerstatuette	79	0	0	0	Suchgegenstand: Eine Tigerstatuette. Obwohl sie stark stilisiert ist, hat sie etwas bemerkenswert lebensechtes an sich.
451	statuet2	Bärenstatuette	0	N / A	Misc	0	0	3	0	Bärenstatuette	80	0	0	0	Suchgegenstand: Eine Bärenstatuette. Obwohl sie stark stilisiert ist, hat sie etwas bemerkenswert lebensechtes an sich.
452	statuet3	Wolfsstatuette	0	N / A	Misc	0	0	3	0	Wolfsstatuette	81	0	0	0	Suchgegenstand: Eine Wolfsstatuette. Obwohl sie stark stilisiert ist, hat sie etwas bemerkenswert lebensechtes an sich.
453	statuet4	Adlerstatuette	0	N / A	Misc	0	0	3	0	Adlerstatuette	82	0	0	0	Suchgegenstand: Eine Adlerstatuette. Obwohl sie stark stilisiert ist, hat sie etwas bemerkenswert lebensechtes an sich.
454	statuet5	Drachenstatuette	0	N / A	Misc	0	0	3	0	Drachenstatuette	83	0	0	0	Suchgegenstand: Eine Drachenstatuette. Obwohl sie stark stilisiert ist, hat sie etwas bemerkenswert lebensechtes an sich.
455	claw	Drachenkralle	0	N / A	Misc	0	0	6	0	Drachenkralle	84	0	0	0	Suchgegenstand: Eine Kralle von Longfang Witherhides Vorderpranke.
456	cube	Kubus der Kontrolle	0	N / A	Misc	0	0	6	0	Kubus der Kontrolle	85	0	0	0	Suchgegenstand: Ein vollkommen glatter Metallwürfel.
457	shard	Kristall von Terrax	0	N / A	Misc	0	0	3	0	Kristall	86	0	0	0	Suchgegenstand: Dieser Stein sieht aus, als wäre er von einem viel größeren Kristall abgefallen oder abgeschlagen worden. Ein schwaches Licht glitzert im Herzen des Kristalls.
458	blkperl	Perle der Verwesung	0	N / A	Misc	0	0	4	0	Schwarze Perle	87	0	0	0	Suchgegenstand: Diese große schwarze Perle strahlt eine unheilige Aura aus.
459	wytprl	Perle der Reinheit	0	N / A	Misc	0	0	4	0	Weiße Perle	88	0	0	0	Suchgegenstand: Diese große weiße Perle ist vollkommen rund und glatt, und sie fühlt sich immer kühl an.
460	rose	Rose	0	N / A	Misc	0	0	1	0	Rose	89	0	0	0	Die Blüte einer perfekten, langstieligen Rose. Sie scheint merkwürdig frisch zu sein, als sei sie erst vor wenigen Momenten gepflückt worden.
461	bell	Tanirs Glocke	0	N / A	Misc	0	0	3	0	Glocke	90	0	0	0	Suchgegenstand: Der Ton, den diese kleine Silberglocke erzeugt, hört sich... falsch an. Er müßte eigentlich viel höher sein.
